,ID,Negative,Positive
0,19721,0.09222011385199241,0.9077798861480076
1,118667,0.045454545454545456,0.9545454545454546
2,119695,0.018691588785046728,0.9813084112149533
3,119006,0.041666666666666664,0.9583333333333334
4,270488,0.05377906976744186,0.9462209302325582
5,249618,0.02242152466367713,0.9775784753363229
6,121069,0.07692307692307693,0.9230769230769231
7,121620,0.18181818181818182,0.8181818181818182
8,120302,0.0,1.0
9,118295,0.04878048780487805,0.9512195121951219
10,118424,0.027519523986612122,0.9724804760133878
11,127957,0.0,1.0
12,131999,0.0,1.0
13,118960,0.05818965517241379,0.9418103448275862
14,123611,0.25,0.75
15,120134,0.13157894736842105,0.868421052631579
16,143398,0.0,1.0
17,124145,0.0,1.0
18,123689,0.0,1.0
19,122032,0.0,1.0
20,118704,0.10833333333333334,0.8916666666666667
21,118131,0.14465408805031446,0.8553459119496856
22,119221,0.11023622047244094,0.889763779527559
23,119095,0.014598540145985401,0.9854014598540146
24,3130,0.034482758620689655,0.9655172413793104
25,118331,0.05723905723905724,0.9427609427609428
26,121916,0.005714285714285714,0.9942857142857143
27,118205,0.05803571428571429,0.9419642857142857
28,118453,0.03404255319148936,0.9659574468085106
29,4673,0.13577023498694518,0.8642297650130548
30,118467,0.020134228187919462,0.9798657718120806
31,6725,0.010309278350515464,0.9896907216494846
32,120518,0.010238907849829351,0.9897610921501706
33,124487,0.07142857142857142,0.9285714285714286
34,118474,0.05555555555555555,0.9444444444444444
35,118347,0.1111111111111111,0.8888888888888888
36,161100,0.0,1.0
37,118478,0.0,1.0
38,118736,0.0,1.0
39,19793,0.1634349030470914,0.8365650969529086
40,118612,0.012987012987012988,0.987012987012987
41,136398,0.0,1.0
42,118870,0.0,1.0
43,118363,0.010582010582010581,0.9894179894179894
44,119772,0.0,1.0
45,124136,0.07692307692307693,0.9230769230769231
46,308574,0.052099533437014,0.947900466562986
47,155173,0.0,1.0
48,119184,0.03424657534246575,0.9657534246575342
49,292795,0.13743356112376615,0.8625664388762339
50,118372,0.10526315789473684,0.8947368421052632
51,290919,0.05765552418253028,0.9423444758174697
52,118504,0.02631578947368421,0.9736842105263158
53,149353,0.0,1.0
54,118762,0.013422818791946308,0.9865771812080537
55,119788,0.017543859649122806,0.9824561403508771
56,151277,0.0,1.0
57,118638,0.06649616368286446,0.9335038363171355
58,119784,0.0660377358490566,0.9339622641509434
59,118643,0.029411764705882353,0.9705882352941176
60,132725,0.0,1.0
61,125407,0.3333333333333333,0.6666666666666666
62,130364,0.0,1.0
63,159679,0.0,1.0
64,254395,0.0,1.0
65,118398,0.04795050270688322,0.9520494972931168
66,117887,0.04085035431429762,0.9591496456857024
