,ID,Negative,Positive,TotalOccurences
0,118784,0.07054176072234764,0.9294582392776524,1772
1,118792,0.0,1.0,43
2,118801,0.1111111111111111,0.8888888888888888,18
3,118805,0.0,1.0,25
4,118811,0.10975609756097561,0.8902439024390244,82
5,118826,0.005813953488372093,0.9941860465116279,172
6,159787,0.0,1.0,18
7,122927,0.0,1.0,8
8,118834,0.011940298507462687,0.9880597014925373,335
9,127031,1.0,0.0,2
10,118841,0.10843373493975904,0.891566265060241,83
11,120903,0.1111111111111111,0.8888888888888888,9
12,122952,0.25,0.75,16
13,118863,0.008264462809917356,0.9917355371900827,121
14,125010,0.0,1.0,7
15,122967,0.0,1.0,33
16,157799,0.0,1.0,1
17,118890,0.040345821325648415,0.9596541786743515,347
18,122989,0.14285714285714285,0.8571428571428571,7
19,120952,0.007407407407407408,0.9925925925925926,135
20,118912,0.006289308176100629,0.9937106918238994,159
21,127108,0.058823529411764705,0.9411764705882353,17
22,118924,0.029411764705882353,0.9705882352941176,34
23,137370,0.0,1.0,1
24,120988,0.0,1.0,33
25,120990,0.0273972602739726,0.9726027397260274,73
26,123045,0.009345794392523364,0.9906542056074766,107
27,118958,0.01098901098901099,0.989010989010989,91
28,131252,0.0,1.0,2
29,121015,0.0,1.0,12
30,133306,0.1111111111111111,0.8888888888888888,45
31,123067,0.006493506493506494,0.9935064935064936,154
32,123073,0.0,1.0,2
33,118980,0.07482993197278912,0.9251700680272109,147
34,123082,0.0,1.0,28
35,129229,0.03125,0.96875,32
36,118995,0.23115577889447236,0.7688442211055276,199
37,280788,0.08629441624365482,0.9137055837563451,394
38,119004,0.08333333333333333,0.9166666666666666,12
39,121067,0.07407407407407407,0.9259259259259259,27
40,145648,0.0,1.0,8
41,125171,0.0,1.0,14
42,123131,0.0,1.0,1
43,131336,0.0,1.0,2
44,119065,0.038461538461538464,0.9615384615384616,26
45,121122,0.0,1.0,34
46,153893,0.0,1.0,2
47,123178,0.0,1.0,7
48,119093,0.013392857142857142,0.9866071428571429,224
49,123191,0.13333333333333333,0.8666666666666667,15
50,268608,0.0,1.0,1
51,119137,0.1038961038961039,0.8961038961038961,77
52,270690,0.0,1.0,1
53,192867,0.2,0.8,5
54,153957,0.2,0.8,10
55,258434,0.0,1.0,7
56,119172,0.0,1.0,43
57,119192,0.03571428571428571,0.9642857142857143,196
58,149916,0.0,1.0,1
59,127389,0.0,1.0,21
60,121246,0.0,1.0,5
61,119219,0.125,0.875,8
62,174391,0.0,1.0,10
63,216825,0.0,1.0,7
64,125405,0.0,1.0,1
65,240103,0.0,1.0,1
66,123400,0.25,0.75,4
67,118530,0.16363636363636364,0.8363636363636363,55
68,133646,0.0,1.0,2
69,123408,0.0,1.0,9
70,121364,0.0,1.0,2
71,129561,0.125,0.875,8
72,119323,0.13333333333333333,0.8666666666666667,75
73,121372,0.0,1.0,43
74,299559,0.09090909090909091,0.9090909090909091,11
75,122290,0.0,1.0,21
76,119346,0.3333333333333333,0.6666666666666666,30
77,119351,0.04411764705882353,0.9558823529411765,68
78,150074,0.0,1.0,3
79,311867,0.0,1.0,4
80,135740,0.0,1.0,8
81,119363,0.0,1.0,19
82,121414,0.0,1.0,36
83,158289,0.0,1.0,5
84,133718,0.0,1.0,11
85,297560,0.0,1.0,1
86,127589,0.0,1.0,4
87,266862,0.0,1.0,1
88,119409,0.0,1.0,13
89,121469,0.023809523809523808,0.9761904761904762,42
90,135809,0.0,1.0,25
91,119433,0.010050251256281407,0.9899497487437185,199
92,127657,0.0,1.0,2
93,121527,0.0,1.0,37
94,139965,0.0,1.0,3
95,180927,0.0,1.0,4
96,166592,0.0,1.0,6
97,152268,0.0,1.0,1
98,119502,0.46153846153846156,0.5384615384615384,13
99,131795,0.0,1.0,14
100,127700,0.058823529411764705,0.9411764705882353,17
101,123609,0.0,1.0,4
102,123615,0.05555555555555555,0.9444444444444444,18
103,119529,0.0,1.0,5
104,127723,0.0,1.0,16
105,137969,0.14285714285714285,0.8571428571428571,7
106,152308,0.0,1.0,2
107,125687,0.0,1.0,26
108,121594,0.16326530612244897,0.8367346938775511,147
109,123648,0.02631578947368421,0.9736842105263158,38
110,123651,0.0,1.0,17
111,131849,0.375,0.625,8
112,121618,0.14285714285714285,0.8571428571428571,7
113,123670,0.017241379310344827,0.9827586206896551,58
114,187168,0.0,1.0,3
115,119587,0.07547169811320754,0.9245283018867925,53
116,123684,0.0,1.0,12
117,127782,0.0,1.0,40
118,125751,0.0,1.0,18
