ACTION,id
0.996957054,1
0.9972184788,2
0.9951160473,3
0.9967623964,4
0.9974851563,5
0.9934239449,6
0.9972900739,7
0.9858296634,8
0.9949486104,9
0.9969947658,10
0.9950591599,11
0.9973020325,12
0.9950928185,13
0.9937990591,14
0.997097561,15
0.9970836403,16
0.9657934784,17
0.9973719574,18
0.9936418471,19
0.9940413718,20
0.999015648,21
0.9962557118,22
0.9928913879,23
0.9936953381,24
0.9921390642,25
0.9949331101,26
0.989184548,27
0.9975391814,28
0.9965117949,29
0.9899089168,30
0.9989555731,31
0.9869138284,32
0.9852123675,33
0.9968844736,34
0.9991600924,35
0.9927786146,36
0.9968950078,37
0.9959297984,38
0.9829614071,39
0.9934437426,40
0.9952851475,41
0.9848554763,42
0.9950060919,43
0.9976695417,44
0.9952618285,45
0.9983844441,46
0.9935122947,47
0.9957296043,48
0.9951799219,49
0.9921390642,50
0.9992597435,51
0.999139847,52
0.999262425,53
0.9929428242,54
0.992954968,55
0.9974576339,56
0.9919364437,57
0.994243312,58
0.9965277528,59
0.9925247345,60
0.9957315224,61
0.9954325739,62
0.9967993852,63
0.9935960561,64
0.994140553,65
0.9950030403,66
0.9921390642,67
0.9945528706,68
0.9978113154,69
0.9916452826,70
0.9968290671,71
0.9886257508,72
0.9938168507,73
0.9992402323,74
0.9929130578,75
0.9928651394,76
0.9968991129,77
0.9917384362,78
0.990925095,79
0.9984636899,80
0.9938177551,81
0.9984567577,82
0.9951825947,83
0.9969110814,84
0.6519062888,85
0.9972995158,86
0.9952114562,87
0.9978849389,88
0.9939941149,89
0.995275972,90
0.9907666906,91
0.5194063942,92
0.9959372548,93
0.9918373206,94
0.9974462387,95
0.9921390642,96
0.9808568605,97
0.9921918329,98
0.9946610946,99
0.9957086548,100
0.998030025,101
0.9937192188,102
0.9972668828,103
0.9942812285,104
0.9881033644,105
0.9947297525,106
0.9954668249,107
0.9981833929,108
0.996240479,109
0.9941825417,110
0.9386432548,111
0.9970887788,112
0.9974359224,113
0.9939869837,114
0.995224958,115
0.9991387935,116
0.9988899758,117
0.995352272,118
0.9976783886,119
0.9966637621,120
0.9874353695,121
0.9934418329,122
0.9891715514,123
0.9942383717,124
0.9851110238,125
0.9964690711,126
0.9922849728,127
0.9921390642,128
0.9928740788,129
0.9949829662,130
0.9969106049,131
0.9972605862,132
0.9971579803,133
0.9921390642,134
0.9951914111,135
0.997365951,136
0.9989292493,137
0.994798194,138
0.9959703417,139
0.9850200489,140
0.9966891955,141
0.9921390642,142
0.9965685118,143
0.9941041677,144
0.9950745712,145
0.9285153546,146
0.9933162987,147
0.9960737612,148
0.9938601018,149
0.9964710481,150
0.9967407863,151
0.9937459529,152
0.9946070545,153
0.9982679947,154
0.9952480725,155
0.9986312244,156
0.6604609445,157
0.9925593887,158
0.997533008,159
0.8529227586,160
0.9864989549,161
0.9966733056,162
0.9942378375,163
0.9970012737,164
0.9972097504,165
0.9948729186,166
0.9991158076,167
0.9988606323,168
0.9921390642,169
0.9977520944,170
0.9971151719,171
0.9972799399,172
0.995730182,173
0.9967428809,174
0.9904157292,175
0.9901104498,176
0.9950112552,177
0.996511193,178
0.9956273405,179
0.9933162987,180
0.9721572023,181
0.9949829662,182
0.9961240075,183
0.9920664925,184
0.9916593259,185
0.9942869489,186
0.9933755723,187
0.9968470003,188
0.9957673837,189
0.9904305844,190
0.9961794902,191
0.9921390642,192
0.9957492166,193
0.9946488519,194
0.9963544384,195
0.9955396373,196
0.9881145005,197
0.9972209148,198
0.9893051441,199
0.9950511323,200
0.995000597,201
0.9921390642,202
0.9928230261,203
0.9988606323,204
0.9925520556,205
0.9967666908,206
0.9989207236,207
0.9980867866,208
0.9943273292,209
0.9980237982,210
0.9940722322,211
0.9753529638,212
0.9966864049,213
0.9841303951,214
0.9988321201,215
0.9986166119,216
0.9953449187,217
0.9977307422,218
0.9968657687,219
0.9751159363,220
0.9921390642,221
0.9828886538,222
0.9931099315,223
0.9960242246,224
0.9970337141,225
0.9975989493,226
0.9974377963,227
0.9989985902,228
0.9957471232,229
0.9975603544,230
0.9982143042,231
0.9970597168,232
0.9625669712,233
0.9538310725,234
0.9978214566,235
0.9899067242,236
0.9984111154,237
0.9987816119,238
0.9947776418,239
0.9990158184,240
0.9968049591,241
0.9972406647,242
0.9940419897,243
0.9978717051,244
0.9931183394,245
0.9193020807,246
0.9981475428,247
0.9943544995,248
0.9973275504,249
0.9936612294,250
0.9977790909,251
0.9254167274,252
0.9921390642,253
0.9885947458,254
0.9933367844,255
0.9964605629,256
0.9930716389,257
0.9968366521,258
0.9890845896,259
0.9954461048,260
0.9946610946,261
0.9921390642,262
0.9921390642,263
0.9944683217,264
0.9969999964,265
0.9980612738,266
0.9991780028,267
0.9936762204,268
0.9972275701,269
0.9992995831,270
0.9994586651,271
0.993492766,272
0.9882795972,273
0.997287745,274
0.9881850157,275
0.9928731835,276
0.9923878964,277
0.9945584896,278
0.9933651208,279
0.9982220937,280
0.996221471,281
0.9953982663,282
0.9901695776,283
0.9983751479,284
0.9940914331,285
0.9790319263,286
0.9954638041,287
0.9926723511,288
0.9933651208,289
0.9973767018,290
0.9968916399,291
0.9969191306,292
0.9850633421,293
0.9951357917,294
0.9966191279,295
0.9916362068,296
0.9192662016,297
0.9967535787,298
0.9790339848,299
0.9937054059,300
0.9924979015,301
0.9957285866,302
0.9972723778,303
0.9969320533,304
0.9946876595,305
0.9990318274,306
0.6519062888,307
0.9925668241,308
0.9981657591,309
0.9910934536,310
0.9953857621,311
0.9945342395,312
0.9983678272,313
0.992570755,314
0.9958401929,315
0.9961943654,316
0.9970577489,317
0.9984082336,318
0.998209882,319
0.9982933955,320
0.9971251182,321
0.9939532188,322
0.9966000064,323
0.9978680059,324
0.9967419803,325
0.9780497894,326
0.9961113897,327
0.9989324538,328
0.9947091996,329
0.9991743979,330
0.9939310262,331
0.9971789284,332
0.9983272569,333
0.9838889133,334
0.9975688705,335
0.9978504068,336
0.9921390642,337
0.9969853031,338
0.9976719176,339
0.9929222591,340
0.9982394113,341
0.9992637194,342
0.9514339494,343
0.9963225388,344
0.9959429615,345
0.9955628165,346
0.912065341,347
0.9921390642,348
0.9933208662,349
0.996036506,350
0.9963521847,351
0.9969850868,352
0.9910863314,353
0.995862176,354
0.9056598074,355
0.9964869835,356
0.9980664698,357
0.9931895798,358
0.9990259525,359
0.8676106619,360
0.9956612322,361
0.9979518374,362
0.9957525014,363
0.995862176,364
0.9961005479,365
0.9943694502,366
0.9966254536,367
0.9961987596,368
0.9960378308,369
0.9981935186,370
0.9929223693,371
0.986973544,372
0.6450407741,373
0.2718582253,374
0.9907692864,375
0.9927561379,376
0.4931128386,377
0.992672905,378
0.9966577831,379
0.9978287178,380
0.9933651208,381
0.9952325869,382
0.9975278299,383
0.9853120067,384
0.9921390642,385
0.9881850157,386
0.9989244549,387
0.9921390642,388
0.9981841137,389
0.9929223693,390
0.9948066433,391
0.9560142789,392
0.9949121569,393
0.9970741581,394
0.9976562365,395
0.9962552968,396
0.9950745712,397
0.9953285944,398
0.9956132391,399
0.9749227864,400
0.9984411111,401
0.9951912347,402
0.9868663866,403
0.9881850157,404
0.9901377606,405
0.9952618285,406
0.5701509409,407
0.9901263818,408
0.9929223693,409
0.995226884,410
0.9966885606,411
0.9969547361,412
0.9971212118,413
0.997141063,414
0.9961761486,415
0.9972270736,416
0.9939881114,417
0.9921390642,418
0.9951309437,419
0.9895281705,420
0.9940389207,421
0.993810476,422
0.9824840443,423
0.9921390642,424
0.9917384362,425
0.9947299314,426
0.9980713393,427
0.9980108343,428
0.9794044988,429
0.9957828191,430
0.9942164956,431
0.9928561507,432
0.9972668828,433
0.9945137935,434
0.9921390642,435
0.9889352129,436
0.9929325076,437
0.9946745109,438
0.9936867262,439
0.9917384362,440
0.9904656677,441
0.9968947761,442
0.9978323781,443
0.9939310262,444
0.9964059323,445
0.9994999729,446
0.9937509695,447
0.9963151981,448
0.996690467,449
0.9975181979,450
0.9964945465,451
0.9958338458,452
0.9947402919,453
0.9951155458,454
0.9908616371,455
0.989204974,456
0.9962751855,457
0.9645401572,458
0.9939690608,459
0.9921390642,460
0.993573701,461
0.9963262109,462
0.9976246952,463
0.9965277528,464
0.9982943856,465
0.9991153804,466
0.9921515665,467
0.9921390642,468
0.9911475932,469
0.9946319032,470
0.997239762,471
0.990556239,472
0.997345457,473
0.9772451201,474
0.9921390642,475
0.9935772968,476
0.9917231863,477
0.9993058602,478
0.9925562028,479
0.9942661509,480
0.9939591533,481
0.9969202088,482
0.9918113672,483
0.9993882824,484
0.9928660314,485
0.9988606323,486
0.9931762847,487
0.9973817304,488
0.9939110946,489
0.9988606323,490
0.9975159271,491
0.9882722648,492
0.992954968,493
0.9921390642,494
0.9762198355,495
0.9955538486,496
0.9921390642,497
0.9986469764,498
0.9953680525,499
0.9933676474,500
0.9967024703,501
0.9924211536,502
0.9922485757,503
0.9970992987,504
0.9533618578,505
0.9885575669,506
0.9934869929,507
0.9838334021,508
0.9945397359,509
0.9974469673,510
0.9932659717,511
0.9952733719,512
0.9921390642,513
0.980368037,514
0.9974217958,515
0.9982695442,516
0.9930647501,517
0.9964244276,518
0.9794044988,519
0.8642829899,520
0.9956132391,521
0.9961960949,522
0.9921390642,523
0.9970779781,524
0.9984908668,525
0.9768952575,526
0.9934480678,527
0.9942699483,528
0.9814542882,529
0.9965052488,530
0.9968806876,531
0.992570755,532
0.9921390642,533
0.9968319797,534
0.9977455104,535
0.9967929555,536
0.9955204276,537
0.9956116582,538
0.9981475428,539
0.997637797,540
0.9972811911,541
0.986783223,542
0.9964690711,543
0.9938074775,544
0.9954081956,545
0.9973018734,546
0.9961240075,547
0.9964439776,548
0.9773986002,549
0.9980419993,550
0.9950223912,551
0.9944175958,552
0.995015122,553
0.9625848101,554
0.9933651208,555
0.9988606323,556
0.9935880521,557
0.9980779053,558
0.9965353405,559
0.9981955595,560
0.9925062001,561
0.9881850157,562
0.9989925548,563
0.9592093485,564
0.9939205503,565
0.9933308086,566
0.9951376251,567
0.9929791434,568
0.994495461,569
0.9925474045,570
0.6537009253,571
0.9926212371,572
0.9950511323,573
0.9921390642,574
0.9969045017,575
0.9954537832,576
0.9965669098,577
0.994952777,578
0.9932508247,579
0.9954308704,580
0.9977673453,581
0.9820539788,582
0.9927455473,583
0.9970603583,584
0.9992071959,585
0.9225468573,586
0.9956893859,587
0.990039978,588
0.9945991432,589
0.9796964159,590
0.9956746903,591
0.9963364642,592
0.9806611217,593
0.9927923019,594
0.9945168661,595
0.9979352382,596
0.9950389172,597
0.9792697042,598
0.9961125383,599
0.9981396487,600
0.9921390642,601
0.993755587,602
0.996221471,603
0.9951836829,604
0.993415886,605
0.9924900065,606
0.9921390642,607
0.9924140556,608
0.9961173735,609
0.980350072,610
0.9992654699,611
0.9932201326,612
0.9986755639,613
0.9880190085,614
0.9956959546,615
0.9843608983,616
0.9961240075,617
0.9941401732,618
0.9932621877,619
0.9928011822,620
0.9881145005,621
0.9970861381,622
0.9974217958,623
0.9983048148,624
0.993415886,625
0.9991512055,626
0.9899338775,627
0.9969430575,628
0.9967571314,629
0.9921390642,630
0.7239243775,631
0.9987032975,632
0.9954537832,633
0.9992454405,634
0.992954968,635
0.9941069086,636
0.9958272603,637
0.9952778018,638
0.9942588632,639
0.9888707807,640
0.995305104,641
0.9924982144,642
0.997151213,643
0.9960637362,644
0.9961654781,645
0.9872804071,646
0.990378686,647
0.9921390642,648
0.9942509506,649
0.995275972,650
0.9936500876,651
0.9921390642,652
0.9972033545,653
0.9978412011,654
0.9936443187,655
0.9893051441,656
0.9899089168,657
0.996425495,658
0.9902455475,659
0.9981292337,660
0.9887134543,661
0.986832235,662
0.9941202116,663
0.9984411111,664
0.9968484387,665
0.9921390642,666
0.9936769326,667
0.9975477656,668
0.9976626466,669
0.9947542853,670
0.9964440374,671
0.9963927861,672
0.9958824238,673
0.9961128879,674
0.9954070908,675
0.9971542232,676
0.9921390642,677
0.9871539617,678
0.9949168907,679
0.9973782934,680
0.9921390642,681
0.6429664229,682
0.997815796,683
0.9977117537,684
0.998005784,685
0.9928913879,686
0.9965649312,687
0.995439795,688
0.9970513034,689
0.9977395082,690
0.9960234405,691
0.9921390642,692
0.996123033,693
0.9933755723,694
0.9959202475,695
0.9946498852,696
0.9978574873,697
0.9912166229,698
0.9921390642,699
0.9989971826,700
0.9816656253,701
0.9946781134,702
0.9963718567,703
0.993710257,704
0.9986166119,705
0.9925488872,706
0.9958042904,707
0.9923862094,708
0.9964287994,709
0.9929568233,710
0.9887482399,711
0.9921390642,712
0.9975828449,713
0.9926520959,714
0.997919003,715
0.9434481172,716
0.9984680534,717
0.9961240075,718
0.9964973069,719
0.9956962781,720
0.9963361731,721
0.9960076103,722
0.9960875587,723
0.9921390642,724
0.9931755405,725
0.9956128218,726
0.9921390642,727
0.9958047684,728
0.9986166119,729
0.9975999217,730
0.9947589618,731
0.995395581,732
0.9933118617,733
0.9926979506,734
0.9954233434,735
0.9981153686,736
0.9967639945,737
0.9937975151,738
0.9982309174,739
0.9958138969,740
0.9973308094,741
0.9975964949,742
0.9929130578,743
0.9927560573,744
0.9924937464,745
0.9978698613,746
0.9946765878,747
0.9963415005,748
0.9963846118,749
0.9914675437,750
0.9964921952,751
0.996962326,752
0.6519062888,753
0.9961300182,754
0.995015122,755
0.9966707876,756
0.9953932584,757
0.9977517194,758
0.9961199017,759
0.9935291704,760
0.9933145172,761
0.9879777508,762
0.9929336712,763
0.9970012737,764
0.993495011,765
0.9984999951,766
0.9948066433,767
0.9936381438,768
0.9955204276,769
0.9776915101,770
0.9941467267,771
0.9968714496,772
0.9946618143,773
0.9942234793,774
0.9971865265,775
0.9933059747,776
0.9967702312,777
0.9936857165,778
0.9928498304,779
0.9787322893,780
0.6450407741,781
0.9922602166,782
0.996282496,783
0.9933981119,784
0.9926698702,785
0.9982808123,786
0.9987475544,787
0.9960242246,788
0.9950015066,789
0.9767638351,790
0.9970531192,791
0.9929568233,792
0.9931775564,793
0.9885603594,794
0.9953688452,795
0.996451638,796
0.9951125081,797
0.9965523035,798
0.9970389552,799
0.9955803406,800
0.9988947489,801
0.9948344017,802
0.9989425556,803
0.9921390642,804
0.9948916216,805
0.9921390642,806
0.8203342668,807
0.9882660934,808
0.981144472,809
0.9992454405,810
0.9968726341,811
0.9881033644,812
0.9919594663,813
0.9936549536,814
0.9972406647,815
0.9932906503,816
0.9928498304,817
0.9943252203,818
0.9985665068,819
0.9983064893,820
0.9906701569,821
0.9921390642,822
0.9945023047,823
0.9891927082,824
0.9923878964,825
0.9928818085,826
0.9896317716,827
0.9977023946,828
0.9706501449,829
0.9942105023,830
0.5349863948,831
0.9941547057,832
0.9946829889,833
0.9923839362,834
0.9939030873,835
0.9921672633,836
0.9945967782,837
0.9973100531,838
