,ID,Negative,Positive,TotalOccurences
0,19721,0.09218512898330804,0.907814871016692,2636
1,118667,0.04504504504504504,0.954954954954955,111
2,119695,0.018518518518518517,0.9814814814814815,108
3,119006,0.04081632653061224,0.9591836734693877,49
4,270488,0.05370101596516691,0.9462989840348331,689
5,249618,0.022321428571428572,0.9776785714285714,224
6,121069,0.07407407407407407,0.9259259259259259,27
7,121620,0.17391304347826086,0.8260869565217391,23
8,120302,0.0,1.0,16
9,118295,0.0486815415821501,0.9513184584178499,493
10,118424,0.0275092936802974,0.9724907063197026,2690
11,127957,0.0,1.0,3
12,131999,0.0,1.0,7
13,118960,0.05806451612903226,0.9419354838709677,465
14,123611,0.2,0.8,5
15,120134,0.1282051282051282,0.8717948717948718,39
16,143398,0.0,1.0,4
17,124145,0.0,1.0,7
18,123689,0.0,1.0,6
19,122032,0.0,1.0,30
20,118704,0.1078838174273859,0.8921161825726142,241
21,118131,0.14375,0.85625,160
22,119221,0.109375,0.890625,128
23,119095,0.014563106796116505,0.9854368932038835,412
24,3130,0.03424657534246575,0.9657534246575342,146
25,118331,0.05717488789237668,0.9428251121076233,892
26,121916,0.005681818181818182,0.9943181818181818,176
27,118205,0.05790645879732739,0.9420935412026726,449
28,118453,0.03400637619553666,0.9659936238044633,941
29,4673,0.13541666666666666,0.8645833333333334,384
30,118467,0.02,0.98,150
31,6725,0.01020408163265306,0.9897959183673469,98
32,120518,0.01020408163265306,0.9897959183673469,294
33,124487,0.06666666666666667,0.9333333333333333,15
34,118474,0.055248618784530384,0.9447513812154696,181
35,118347,0.10526315789473684,0.8947368421052632,19
36,161100,0.0,1.0,2
37,118478,0.0,1.0,9
38,118736,0.0,1.0,20
39,19793,0.16298342541436464,0.8370165745856354,362
40,118612,0.02564102564102564,0.9743589743589743,78
41,136398,0.0,1.0,3
42,118870,0.0,1.0,82
43,118363,0.010526315789473684,0.9894736842105263,190
44,119772,0.0,1.0,35
45,124136,0.07547169811320754,0.9245283018867925,53
46,308574,0.052059052059052056,0.947940947940948,1287
47,155173,0.0,1.0,5
48,119184,0.034129692832764506,0.9658703071672355,293
49,292795,0.13732928679817905,0.862670713201821,1318
50,118372,0.1,0.9,20
51,290919,0.057650273224043716,0.9423497267759563,10980
52,118504,0.02608695652173913,0.9739130434782609,115
53,149353,0.0,1.0,2
54,118762,0.013333333333333334,0.9866666666666667,150
55,119788,0.017241379310344827,0.9827586206896551,58
56,151277,0.0,1.0,7
57,118638,0.06641123882503193,0.933588761174968,783
58,119784,0.07476635514018691,0.9252336448598131,107
59,118643,0.02937420178799489,0.9706257982120051,783
60,132725,0.0,1.0,2
61,125407,0.25,0.75,4
62,130364,0.0,1.0,3
63,159679,0.0,1.0,3
64,254395,0.0,1.0,3
65,118398,0.04791344667697063,0.9520865533230294,1294
66,117887,0.04083333333333333,0.9591666666666666,2400
