ACTION,id
0.983024937305997,1
0.999576936761768,2
0.999745111094374,3
0.99941381341105,4
0.999831607517321,5
0.999022687861469,6
0.99980276603618,7
0.999941480041859,8
0.902587801453637,9
0.998978120578214,10
0.99784309428188,11
0.999296535424641,12
0.999517137525774,13
0.999738398079264,14
0.989782804052388,15
0.966941267905825,16
0.989773496369998,17
0.999319569009965,18
0.999425663886977,19
0.999848705357224,20
0.999987629157099,21
0.999978687308885,22
0.999460024768882,23
0.998821286904414,24
0.999780426140641,25
0.991682817203859,26
0.99923034417198,27
0.99946721649672,28
0.999567716733844,29
0.996127024473996,30
0.999920841254363,31
0.999033796358917,32
0.999675898897494,33
0.999743879814745,34
0.999699933933197,35
0.999539086850328,36
0.998416713550994,37
0.999906981612444,38
0.99835633562279,39
0.996007579647629,40
0.998720045839115,41
0.999721533486671,42
0.999396948721188,43
0.999868136674236,44
0.999398205114265,45
0.999799577240596,46
0.999613127747326,47
0.999135224378648,48
0.999971058978977,49
0.999347475516389,50
0.999269224178985,51
0.99983154642096,52
0.999444262172502,53
0.999352783218966,54
0.999137025569911,55
0.999620433667907,56
0.998240812208661,57
0.999906166798864,58
0.9994760522158,59
0.999197873599751,60
0.999806288111086,61
0.999932610017882,62
0.998464513103068,63
0.99977797574387,64
0.999945904093892,65
0.999894965186724,66
0.997534129953487,67
0.999743421658108,68
0.992295329491327,69
0.799458098547792,70
0.999474167674907,71
0.999519629141309,72
0.999638502117106,73
0.999929603561417,74
0.999429790211322,75
0.999381277756883,76
0.999867730013466,77
0.998486006108513,78
0.581736259442285,79
0.999963565263952,80
0.999482159408323,81
0.999955842536057,82
0.999039489809712,83
0.999565720170929,84
0.999829637712766,85
0.999580202246824,86
0.998758421995583,87
0.999591559273676,88
0.999796538137424,89
0.983785444226034,90
0.997453878615985,91
0.991499682807481,92
0.999547918351153,93
0.999808940694196,94
0.999671077920659,95
0.999373900028967,96
0.121034549585215,97
0.999139320843728,98
0.999420266824363,99
0.999794062230547,100
0.999850111363509,101
0.917983590115408,102
0.999033615867911,103
0.999718414583806,104
0.285408152001157,105
0.999863234142153,106
0.999544761184134,107
0.999481125697733,108
0.999642026901557,109
0.999517150873651,110
0.981495104134202,111
0.999761671058058,112
0.999303437918437,113
0.998588152121842,114
0.999649151595217,115
0.999143274222208,116
0.999361876579842,117
0.999578931815712,118
0.99995994373948,119
0.999191560955936,120
0.987227296593911,121
0.99895554686836,122
0.999442653620483,123
0.99926850255193,124
0.999587624302953,125
0.999221819819876,126
0.992226126920965,127
0.996704850582502,128
0.99483200078019,129
0.999530399343074,130
0.999839204400016,131
0.999867236366343,132
0.999273259050248,133
0.991666179259189,134
0.999428035019756,135
0.999195069236198,136
0.999784373680227,137
0.998494662133851,138
0.996407619923181,139
0.999756197434724,140
0.999897822812395,141
0.998518633303872,142
0.999739963589418,143
0.999585225943925,144
0.999764339903769,145
0.984441351377652,146
0.953935044330549,147
0.997913660192535,148
0.999888636672663,149
0.999268038408387,150
0.999370796977012,151
0.945879205113848,152
0.99971652688564,153
0.997789704019659,154
0.999825036221034,155
0.997143006208813,156
0.999636350753045,157
0.99930517900878,158
0.813392695661874,159
0.999720180786865,160
0.993908357665185,161
0.999371216553356,162
0.999691159952373,163
0.999315515975505,164
0.999777633824956,165
0.999595464183478,166
0.996943607705925,167
0.999829606804621,168
0.99943440123545,169
0.999745388403713,170
0.999134224074744,171
0.999161944846901,172
0.995590764266078,173
0.999519817224778,174
0.999345729481799,175
0.999111923112604,176
0.983447583978595,177
0.999726039950748,178
0.999992744186392,179
0.997155100810509,180
0.689176642604715,181
0.999205349500509,182
0.977037796012513,183
0.997183552296104,184
0.999457020463765,185
0.999983397468216,186
0.999568922281613,187
0.997819766069198,188
0.43122459506586,189
0.999705348403501,190
0.999925637335117,191
0.998801383332325,192
0.999890714491113,193
0.999605690644199,194
0.998582802718226,195
0.99998585615624,196
0.999624393027587,197
0.999390233689923,198
0.999458604601769,199
0.673814175794646,200
0.999233946440155,201
0.99793840482877,202
0.998758950002922,203
0.99917714635867,204
0.999073523431868,205
0.997739606456319,206
0.999925836024793,207
0.999510513390917,208
0.947990324020759,209
0.700586892899123,210
0.998832377448728,211
0.999047022528453,212
0.999660024124643,213
0.999343640984361,214
0.999837698607698,215
0.970256367312,216
0.999465691203211,217
0.99940998215957,218
0.999383004507376,219
0.999964158506276,220
0.874124993477896,221
0.999969668719152,222
0.999098741029219,223
0.999053317234103,224
0.999705107251728,225
0.927059581720299,226
0.994696836355658,227
0.999943046524223,228
0.999922323300229,229
0.999748025169576,230
0.998293700167287,231
0.99578964267179,232
0.999045183170169,233
0.0446148601450507,234
0.998271196174433,235
0.991975782747032,236
0.999981159416093,237
0.999576738943603,238
0.949970174241311,239
0.99973429098096,240
0.998199642595621,241
0.719145398540563,242
0.387855240725796,243
0.999512912909098,244
0.999823018866964,245
0.999991361968038,246
0.998976723070755,247
0.999215485105707,248
0.999889256691446,249
0.999866792659331,250
0.999819865043826,251
0.998017741251843,252
0.99953889296155,253
0.998410699046043,254
0.999742719697968,255
0.99922663922904,256
0.999261486213993,257
0.998752496698093,258
0.999901709790723,259
0.999796464690549,260
0.999687181634896,261
0.996904919904852,262
0.999309533799622,263
0.999686897365077,264
0.999526554998012,265
0.999315212241911,266
0.999884794453327,267
0.999522335937024,268
0.999879491171703,269
0.999874688584702,270
0.99905121010617,271
0.997994165216832,272
0.999835146171043,273
0.529298551358064,274
0.999604842959297,275
0.911464902830236,276
0.999810381689199,277
0.999787768755607,278
0.999285729540299,279
0.999465460801743,280
0.99992944972641,281
0.99972337714562,282
0.999183687891753,283
0.999265480068102,284
0.999637615092189,285
0.997600907491108,286
0.99996787090982,287
0.999378902652913,288
0.999781887346812,289
0.999768512816458,290
0.984260585275507,291
0.986342233520511,292
0.999490061381211,293
0.998275566216573,294
0.998092774826363,295
0.0509635090806487,296
0.109190747940946,297
0.994613088882772,298
0.99314419788984,299
0.999920127254261,300
0.940410397074086,301
0.999669532459279,302
0.980925492580449,303
0.999502671592887,304
0.999904835908139,305
0.999796378654688,306
0.99929040719901,307
0.999946886122486,308
0.999616668091082,309
0.999742297730812,310
0.99979344231959,311
0.999835299872224,312
0.999879639362413,313
0.999537190026303,314
0.99967068284021,315
0.99931054774899,316
0.983535072838496,317
0.999807636796842,318
0.999083763571458,319
0.999997218900532,320
0.999515497677701,321
0.0600387326320656,322
0.999856473539721,323
0.99965693210334,324
0.998910768776882,325
0.993656102721789,326
0.999990223718576,327
0.999956853192467,328
0.999675461720036,329
0.999834740676535,330
0.999829110579394,331
0.999693784828494,332
0.999911960511163,333
0.997486121512169,334
0.99980116305168,335
0.998758500770394,336
0.999239077594568,337
0.997531987302659,338
0.999850547291252,339
0.999151180470504,340
0.999278174734215,341
0.999312847340287,342
0.999390207861047,343
0.999793591085751,344
0.999986695999993,345
0.999187145993051,346
0.999523387893392,347
0.998639205193394,348
0.999964345508736,349
0.904306950674238,350
